gene,fst,log2fold
Mcavernosa10078,0.042553191,0.790731156
Mcavernosa10081,0.118428199,-0.827933027
Mcavernosa10088,0.135151574,0.227299845
Mcavernosa10092,0,-0.925756658
Mcavernosa10094,0.031596042,0.165492294
Mcavernosa21606,0.217490692,-1.647832698
Mcavernosa10147,0.032894039,-0.161328074
Mcavernosa10161,0,-0.01390147
Mcavernosa10163,0.003327987,-0.067347532
Mcavernosa09096,0.217449395,0.192124554
Mcavernosa10214,0.094915549,-0.127555558
Mcavernosa10215,0,0.428216635
Mcavernosa10223,0.035027565,0.097519093
Mcavernosa10279,0,0.085282964
Mcavernosa10280,0,-0.52166286
Mcavernosa13765,0.217867208,0.254731377
Mcavernosa10282,0.100015118,-1.181874279
Mcavernosa10297,0.029411765,-0.215524
Mcavernosa10314,0.039215686,-0.25544159
Mcavernosa10338,0.051094891,-0.34638416
Mcavernosa10340,0.03672186,0.166994154
Mcavernosa10350,0.04,0.476732046
Mcavernosa10352,0.057605799,0.150329666
Mcavernosa10358,0.039623797,-0.325629113
Mcavernosa10367,0,-0.303414773
Mcavernosa10378,0.041576116,-0.003270017
Mcavernosa10388,0.080886896,-0.356960739
Mcavernosa10394,0,0.322509078
Mcavernosa10395,0.04109589,0.454791036
Mcavernosa10398,0,1.606176705
Mcavernosa10407,0.043478261,0.834008154
Mcavernosa10411,0,0.075108831
Mcavernosa10414,0.047495693,0.325191669
Mcavernosa10425,0.038461538,-0.448246445
Mcavernosa10428,0.039215686,0.357289457
Mcavernosa10430,0.025,-0.907696741
Mcavernosa10457,0.037735849,-0.815292762
Mcavernosa10458,0.045454545,-0.523193793
Mcavernosa10473,0.033333333,-0.161778783
Mcavernosa10485,0.04,-0.152004545
Mcavernosa10491,0,-0.28622354
Mcavernosa10492,0.020399678,-0.368330278
Mcavernosa10498,0.069848337,-0.11529289
Mcavernosa10500,0.061618241,-0.181142178
Mcavernosa29804,0.218113299,-2.005307183
Mcavernosa10503,0.045454545,-0.319845831
Mcavernosa10511,0.04,-0.057866515
Mcavernosa10513,0.064661537,0.22610185
Mcavernosa10514,0.03030303,0.52106636
Mcavernosa10524,0.047031611,-0.834005131
Mcavernosa10525,0.0375,-0.17893914
Mcavernosa10527,0,-0.474762824
Mcavernosa10533,0,-0.153132345
Mcavernosa10535,0.045454545,-0.55914031
Mcavernosa26248,0.219029028,1.21469963
Mcavernosa32401,0.21951124,-0.247126866
Mcavernosa10546,0.041237113,-0.065410086
Mcavernosa10553,0.033898305,-0.077130991
Mcavernosa10563,0.041666667,0.567999041
Mcavernosa10565,0.104414184,-0.068865149
Mcavernosa10566,0.064331507,-0.757218313
Mcavernosa10580,0.04,0.221038154
Mcavernosa10598,0.050861971,-0.938204194
Mcavernosa10603,0.033484033,0.712766489
Mcavernosa10606,0.043478261,-0.270482956
Mcavernosa10607,0.044329273,0.168169499
Mcavernosa10609,0.050872681,0.2295053
Mcavernosa10619,0.032258065,-0.177150669
Mcavernosa10620,0.035711877,0.158178157
Mcavernosa10628,0.040322581,0.104404795
Mcavernosa10639,0.043478261,-0.155518588
Mcavernosa10642,0,1.094487479
Mcavernosa10643,0.034090909,-0.611055952
Mcavernosa22558,0.220648034,0.428975103
Mcavernosa10660,0,0.484061728
Mcavernosa10669,0.034482759,0.38820115
Mcavernosa10671,0.032900433,0.530767554
Mcavernosa10680,0,-0.226969141
Mcavernosa10694,0,-0.637586602
Mcavernosa10709,0,1.250930318
Mcavernosa10713,0,-0.254193196
Mcavernosa10722,0.044444444,0.290960826
Mcavernosa10739,0,-1.205182873
Mcavernosa07881,0.220826215,1.675387876
Mcavernosa10745,0.048506229,-0.481561375
Mcavernosa10747,0.114628937,0.485788713
Mcavernosa10754,0.045454545,0.241020821
Mcavernosa10764,0.045454545,-0.314644554
Mcavernosa10778,0,0.071163546
Mcavernosa10784,0.044444444,-0.575333646
Mcavernosa23885,0.225156676,-0.444022357
Mcavernosa10813,0.035729095,-0.068504778
Mcavernosa04412,0.220829496,0.124559448
Mcavernosa10820,0.035714286,-1.019576305
Mcavernosa10821,0.035367349,0.317572916
Mcavernosa10823,0.042494941,-0.82497409
Mcavernosa04056,0.227448062,2.30570728
Mcavernosa10829,0,0.948742234
Mcavernosa10834,0.038961039,0.566433526
Mcavernosa10835,0.035906836,-1.097820283
Mcavernosa10837,0,-0.257434833
Mcavernosa10849,0.055584281,0.368288531
Mcavernosa10855,0,-0.398983401
Mcavernosa10877,0.054200933,-0.827574781
Mcavernosa10879,0,0.149665115
Mcavernosa10880,0.035544085,0.313946493
Mcavernosa10892,0,0.591051816
Mcavernosa10898,0,1.086423018
Mcavernosa10899,0.115365,0.302859913
Mcavernosa10900,0.047408042,-0.807776384
Mcavernosa10901,0.045454545,-0.053937576
Mcavernosa07797,0.222468013,-0.02619232
Mcavernosa10904,0.037037037,-0.392418995
Mcavernosa19359,0.224674866,-2.004754085
Mcavernosa10941,0.045454545,-0.329609832
Mcavernosa10945,0.038461538,-0.193663807
Mcavernosa10954,0.042826661,-0.198106759
Mcavernosa10958,0,1.618629076
Mcavernosa10975,0.056261343,-0.139997881
Mcavernosa10982,0.039362969,0.28618307
Mcavernosa10991,0.045454545,-0.338671149
Mcavernosa10998,0.058823529,-0.032088651
Mcavernosa11005,0,-0.554487853
Mcavernosa11006,0.009103228,0.00703506
Mcavernosa11008,0.040650407,0.300197147
Mcavernosa11020,0.058318354,0.104372441
Mcavernosa11033,0.044715447,-0.434620603
Mcavernosa11035,0.035198556,-0.212593194
Mcavernosa11038,0.10001132,-0.213439369
Mcavernosa11040,0.044334975,-0.210996904
Mcavernosa30986,0.225075176,-0.584716442
Mcavernosa11056,0,0.048302858
Mcavernosa11081,0.035413153,0.545462543
Mcavernosa11084,0.139583524,1.101997305
Mcavernosa11086,0.035727976,1.104693584
Mcavernosa11087,0.035017924,0.569980247
Mcavernosa11090,0.042553191,1.509728828
Mcavernosa11091,0.038676626,0.619451423
Mcavernosa30047,0.225374561,-2.440660985
Mcavernosa11093,0.055248619,0.133921822
Mcavernosa11099,0,0.069344098
Mcavernosa11100,0.107931552,-0.298328715
Mcavernosa11101,0,0.816484067
Mcavernosa11109,0,0.662164855
Mcavernosa11118,0.099705126,0.731906213
Mcavernosa11121,0.043956044,-0.539038689
Mcavernosa11123,0.09951595,-0.063887663
Mcavernosa11125,0.043478261,-0.342735088
Mcavernosa11126,0.046666667,-0.326580897
Mcavernosa11161,0.045715744,-0.132165103
Mcavernosa11162,0.040540541,-0.280803565
Mcavernosa11166,0.044608039,-0.03033795
Mcavernosa11170,0.035714286,-1.066562208
Mcavernosa12471,0.22788818,-0.201337083
Mcavernosa11184,0,0.064002933
Mcavernosa11186,0.045454545,-0.228017483
Mcavernosa11187,0.041666667,0.314731993
Mcavernosa11190,0,-0.266333597
Mcavernosa11191,0,0.386332882
Mcavernosa13758,0.226857401,0.078921831
Mcavernosa11197,0.045918367,-0.55278791
Mcavernosa11203,0.041322314,0.182989523
Mcavernosa11209,0,1.030611728
Mcavernosa11214,0.099819243,0.175322261
Mcavernosa11228,0.034313725,0.297150689
Mcavernosa22768,0.229091815,-0.566222557
Mcavernosa11250,0.03539823,-0.687235109
Mcavernosa08491,0.228554214,-0.474083309
Mcavernosa11276,0.038599866,-0.4950444
Mcavernosa11277,0.038095238,-0.082723564
Mcavernosa11280,0.045627376,-0.105861216
Mcavernosa11287,0.042735043,0.820770683
Mcavernosa11293,0.054082163,0.79988285
Mcavernosa11313,0.032898747,-0.194365184
Mcavernosa11350,0.136732518,-0.307028965
Mcavernosa11358,0.038615583,-1.375069288
Mcavernosa11366,0.035049745,0.329191631
Mcavernosa11368,0.148729297,-0.263555214
Mcavernosa11371,0,-0.219750456
Mcavernosa11372,0.035761536,0.342238577
Mcavernosa11384,0.045454545,-0.245823033
Mcavernosa11386,0.035317412,-0.391273056
Mcavernosa11388,0.035747021,-0.331150336
Mcavernosa15942,0.230168173,1.425040553
Mcavernosa11401,0,0.421801538
Mcavernosa11414,0,0.157923903
Mcavernosa11425,0.139366132,-0.008685967
Mcavernosa11432,0.043478261,-0.579773329
Mcavernosa11438,0.03125,0.121262196
Mcavernosa11441,0.033898305,0.262936119
Mcavernosa11453,0.120015434,0.375056629
Mcavernosa11467,0,-0.858938128
Mcavernosa11468,0.032258065,-1.008120598
Mcavernosa11481,0.050114074,-0.113042662
Mcavernosa11489,0.029850746,-0.161746536
Mcavernosa11492,0,1.152485756
Mcavernosa11493,0.047826087,-0.036075665
Mcavernosa11500,0.036121403,-0.733231035
Mcavernosa11501,0.047075177,0.169104454
Mcavernosa11511,0.093814052,0.427440807
Mcavernosa11517,0.043478261,-0.302311401
Mcavernosa11524,0.045454545,0.103537379
Mcavernosa11535,0.035741392,0.150914651
Mcavernosa11555,0.035730088,-0.149677622
Mcavernosa11558,0,-0.695200277
Mcavernosa11561,0.097605905,0.340435554
Mcavernosa11562,0.037735849,-0.370786719
Mcavernosa11564,0.018801988,-0.105257235
Mcavernosa11572,0.058631922,0.350648968
Mcavernosa11574,0.047437215,0.841217266
Mcavernosa11590,0.043478261,0.324597587
Mcavernosa11623,0.066883332,0.056847053
Mcavernosa11625,0.143741474,-0.012120753
Mcavernosa11636,0,0.299604258
Mcavernosa11639,0.099984881,0.040134241
Mcavernosa11641,0,0.340617146
Mcavernosa11655,0,0.354532016
Mcavernosa11659,0.032258065,-0.470795062
Mcavernosa11661,0.045454545,0.260688029
Mcavernosa12547,0.230233356,-0.478453266
Mcavernosa11702,0.043478261,0.654109927
Mcavernosa11717,0,-0.201565909
Mcavernosa11720,0,0.287555572
Mcavernosa11728,0,0.84185169
Mcavernosa11732,0.035905868,0.029561635
Mcavernosa11741,0,1.259945237
Mcavernosa11759,0,-1.104532695
Mcavernosa11785,0.033816425,-0.401352063
Mcavernosa11793,0.056,-0.963833373
Mcavernosa11798,0.030262825,-0.33647971
Mcavernosa11799,0.036837639,0.134008471
Mcavernosa11823,0.013041572,-0.101649887
Mcavernosa11827,0.037735849,-0.425509885
Mcavernosa11833,0.035087719,-0.546811649
Mcavernosa11834,0.056418643,0.091246449
Mcavernosa11835,0.061945525,0.021575764
Mcavernosa11837,0.052291801,0.360629557
Mcavernosa11839,0,-0.203926106
Mcavernosa11846,0.03590732,0.554123067
Mcavernosa11850,0.033333333,0.161628339
Mcavernosa11855,0,-0.341815719
Mcavernosa11859,0.03557126,-0.148474018
Mcavernosa14416,0.229720589,0.115282972
Mcavernosa11862,0.03875969,-0.061462732
Mcavernosa11863,0.04587156,-0.400979086
Mcavernosa11867,0.032808399,-0.124692385
Mcavernosa11868,0.032942862,0.351763534
Mcavernosa11869,0.047409203,0.967514457
Mcavernosa11875,0.033333333,-0.48201867
Mcavernosa20853,0.229797375,-1.843500173
Mcavernosa11899,0.126348961,0.394137131
Mcavernosa05185,0.231017851,-2.288912185
Mcavernosa11909,0.041392084,0.405291772
Mcavernosa16651,0.230867387,1.371100635
Mcavernosa07688,0.230993834,0.374902573
Mcavernosa11924,0.034912552,-0.251478631
Mcavernosa11926,0,-0.063393093
Mcavernosa11929,0.042113955,0.072157453
Mcavernosa11934,0,1.501821733
Mcavernosa11936,0.048162376,0.202082471
Mcavernosa11965,0.034301179,1.18535049
Mcavernosa11968,0,0.010818871
Mcavernosa11970,0.043478261,-0.342426224
Mcavernosa11975,0.050014606,0.250019708
Mcavernosa11977,0,-0.681281723
Mcavernosa11992,0.084832905,0.694078141
Mcavernosa12004,0.04,0.113435654
Mcavernosa12008,0.032679739,0.552815732
Mcavernosa12026,0.054726368,-0.217459288
Mcavernosa11392,0.231218825,-1.75045145
Mcavernosa12041,0.043636364,0.74261102
Mcavernosa12071,0.032137224,-0.013411456
Mcavernosa12074,0.032960059,0.509938474
Mcavernosa12077,0.041514763,-0.283364706
Mcavernosa12084,0,-0.225436489
Mcavernosa12086,0,0.67819078
Mcavernosa12102,0.044413309,0.789823964
Mcavernosa12107,0.033175355,0.022564714
Mcavernosa12124,0.041666667,0.107051987
Mcavernosa12126,0.043925875,-0.538229514
Mcavernosa12128,0.100025816,0.967522849
Mcavernosa12130,0,1.314707401
Mcavernosa12136,0,-1.14837893
Mcavernosa12150,0.042553191,0.414343742
Mcavernosa12155,0,-2.662303371
Mcavernosa13534,0.23101795,0.054685262
Mcavernosa12188,0.03843066,1.680509882
Mcavernosa12192,0.046604527,0.878376927
Mcavernosa12193,0.03288522,-0.276919088
Mcavernosa12195,0.03960396,0.085091387
Mcavernosa12206,0.041666667,-0.191922846
Mcavernosa12210,0.037037037,-0.077290823
Mcavernosa12222,0.047883304,0.107652383
Mcavernosa12233,0.036590437,0.382655195
Mcavernosa12239,0,-0.37154819
Mcavernosa12242,0,-0.1541872
Mcavernosa12243,0,0.368395864
Mcavernosa12244,0.108179907,-0.065110659
Mcavernosa12261,0.027777778,0.374884387
Mcavernosa12277,0.035587189,0.451023975
Mcavernosa12278,0.035729095,0.712954192
Mcavernosa12279,0,-0.849040576
Mcavernosa12281,0.040816327,0.41307429
Mcavernosa12308,0,0.727560941
Mcavernosa12309,0.04,-0.451812568
Mcavernosa12331,0.055555556,0.243886357
Mcavernosa12340,0.092722614,0.50394001
Mcavernosa12345,0,-0.279482617
Mcavernosa12359,0.046153846,0.057681898
Mcavernosa12360,0.101393609,0.31200777
Mcavernosa12363,0.043542512,-1.169248395
Mcavernosa12369,0,0.157402966
Mcavernosa12375,0.018075589,0.770116815
Mcavernosa12384,0.036206897,-0.380637478
Mcavernosa12395,0.04,-0.436695493
Mcavernosa12398,0,-0.364053737
Mcavernosa12418,0.042735043,0.465994818
Mcavernosa05479,0.233553969,0.829200708
Mcavernosa12433,0.113795926,0.231219494
Mcavernosa06125,0.231277085,0.271710489
Mcavernosa12472,0.04121226,-0.154485064
Mcavernosa12486,0,1.257283189
Mcavernosa12487,0.037890123,-0.228491814
Mcavernosa12491,0.04,0.198476771
Mcavernosa12495,0.045168959,0.897149315
Mcavernosa12526,0.043013961,-0.344653302
Mcavernosa12536,0.049107143,0.287456735
Mcavernosa12545,0.032764811,-0.886640409
Mcavernosa27568,0.235870033,0.94111407
Mcavernosa12551,0.035676138,0.025938963
Mcavernosa12555,0.036144578,-0.667655509
Mcavernosa12556,0,0.241209741
Mcavernosa12563,0.044444444,0.498818731
Mcavernosa12566,0.038420127,0.172767201
Mcavernosa01073,0.232429231,0.428090094
Mcavernosa12585,0,-0.197467443
Mcavernosa12588,0,-0.250396735
Mcavernosa12595,0.043478261,0.203429204
Mcavernosa02720,0.232574666,-1.63576004
Mcavernosa28059,0.235485497,-2.282101937
Mcavernosa12608,0.04748392,-0.644394286
Mcavernosa12614,0.032549848,-0.110626841
Mcavernosa12625,0.035714286,0.512623878
Mcavernosa12645,0.049689441,-0.750619934
Mcavernosa12650,0,-0.03555777
Mcavernosa12656,0.035550031,0.165579793
Mcavernosa29765,0.237255309,-0.390169006
Mcavernosa25289,0.237155631,1.912822042
Mcavernosa12695,0.034482759,-0.031123468
Mcavernosa12697,0,-0.042742292
Mcavernosa12698,0.037823683,-0.05425299
Mcavernosa12701,0,-0.515426177
Mcavernosa02982,0.237829131,-1.081625374
Mcavernosa12721,0.035556588,-0.185027613
Mcavernosa12723,0.116066872,0.190898255
Mcavernosa12659,0.238399574,-0.172223639
Mcavernosa12741,0.043165468,-0.426405279
Mcavernosa12743,0.039473684,-0.303213152
Mcavernosa12756,0,0.06079097
Mcavernosa12757,0.037037037,-0.712811696
Mcavernosa12766,0.035585793,-0.33009534
Mcavernosa12773,0,0.218961996
Mcavernosa12774,0.065829855,-0.98526967
Mcavernosa12779,0.008380834,-0.31899466
Mcavernosa12780,0.008380834,0.338186565
Mcavernosa12798,0.054999055,-0.003930976
Mcavernosa25329,0.2387951,1.743875459
Mcavernosa12809,0.049755302,0.104161897
Mcavernosa12821,0.041666667,-0.502200302
Mcavernosa12827,0,-0.109176185
Mcavernosa12830,0.009113145,-0.290440342
Mcavernosa17507,0.240423997,-2.187182198
Mcavernosa12838,0.041666667,0.320754886
Mcavernosa12846,0,-0.468591375
Mcavernosa12847,0.034090909,0.190005281
Mcavernosa12867,0.027777778,-0.664624308
Mcavernosa12868,0,-0.298651963
Mcavernosa12894,0.049773756,1.999128955
Mcavernosa12895,0.042735043,0.809157805
Mcavernosa12902,0.037433155,0.937453266
Mcavernosa12904,0.040688576,0.664473552
Mcavernosa12905,0.100549923,0.838814005
Mcavernosa12911,0.035342093,-0.061564095
Mcavernosa12929,0.033898305,-0.686782838
Mcavernosa12936,0.033333333,0.829565953
Mcavernosa12943,0.066680014,-0.350802056
Mcavernosa12944,0.035087719,0.125739012
Mcavernosa12945,0.047619048,-0.508851281
Mcavernosa08225,0.242642834,0.01382116
Mcavernosa12977,0.060487415,-0.069898806
Mcavernosa09067,0.243837515,-0.324459465
Mcavernosa12986,0,-0.118384202
Mcavernosa12990,0,0.158715187
Mcavernosa12994,0.031722054,0.220000634
Mcavernosa12995,0.036147388,1.054627528
Mcavernosa13018,0.032679739,0.225445101
Mcavernosa13020,0,0.344398414
Mcavernosa13044,0.043010753,1.820614116
Mcavernosa13045,0,-0.141721809
Mcavernosa13049,0.042372881,0.304273302
Mcavernosa13058,0.035489143,1.340409179
Mcavernosa13063,0,0.75330356
Mcavernosa13064,0.040816327,0.480908874
Mcavernosa13090,0,-0.153997491
Mcavernosa13095,0.031746032,0.561884826
Mcavernosa13096,0.037037037,-0.442926971
Mcavernosa13100,0.04,-0.060330148
Mcavernosa13107,0.034482759,-1.172664185
Mcavernosa13109,0,0.127330453
Mcavernosa13122,0.035537034,-0.09608185
Mcavernosa13124,0.036036036,0.310360712
Mcavernosa13131,0.140973513,0.007153741
Mcavernosa13132,0.048076923,-0.233160148
Mcavernosa13145,0.0369246,-0.203812094
Mcavernosa13156,0.042553191,-0.330713336
Mcavernosa13160,0.04372101,0.503132621
Mcavernosa13164,0.0375,0.580820668
Mcavernosa13169,0.035910191,0.0261436
Mcavernosa13181,0,-0.318209283
Mcavernosa13187,0.0360444,0.20199385
Mcavernosa13190,0.035420398,-1.110126782
Mcavernosa13193,0,-0.336229417
Mcavernosa13200,0.042553191,-0.401937399
Mcavernosa13202,0.0439034,-0.129623258
Mcavernosa13205,0.040983607,-0.161481825
Mcavernosa13206,0,0.600369202
Mcavernosa13212,0,0.34062682
Mcavernosa13214,0.047023322,0.114445596
Mcavernosa13216,0,0.21667971
Mcavernosa13462,0.23921076,1.894133732
Mcavernosa13228,0.044675513,-0.167563617
Mcavernosa13242,0.035714286,-0.068363313
Mcavernosa13243,0,0.387866558
Mcavernosa13253,0,0.188707129
Mcavernosa26051,0.239242305,-0.086618184
Mcavernosa11903,0.239363025,0.651855356
Mcavernosa13319,0.045454545,0.201563592
Mcavernosa13320,0.045454545,0.07848457
Mcavernosa13328,0.11193102,0.649879603
Mcavernosa13350,0.040650407,-0.193701208
Mcavernosa13351,0,0.197665783
Mcavernosa13373,0.040540541,-0.555041923
Mcavernosa13376,0.092585676,-0.478440837
Mcavernosa13381,0.042553191,0.256030842
Mcavernosa13382,0.100592421,-0.147884464
Mcavernosa18320,0.240014543,0.944210442
Mcavernosa16945,0.2411047,0.949002991
Mcavernosa13398,0,-0.987769036
Mcavernosa13410,0,-0.045188182
Mcavernosa13412,0,0.376739997
Mcavernosa13413,0,-0.37931458
Mcavernosa13416,0.043478261,-0.135765793
Mcavernosa13425,0.037037037,0.32675623
Mcavernosa13428,0.02899451,-0.098084648
Mcavernosa13440,0.002112539,-0.135290108
Mcavernosa13444,0.097056149,-0.172129974
Mcavernosa00644,0.241581325,0.780450899
Mcavernosa13479,0.047096774,0.778677606
Mcavernosa13480,0.098572866,0.001555
Mcavernosa13482,0,0.348367837
Mcavernosa13486,0.042416524,-0.251708435
Mcavernosa13492,0.043478261,-0.424660034
Mcavernosa13498,0,-0.218043173
Mcavernosa13510,0,-1.380597315
Mcavernosa07769,0.244406388,-2.080995696
Mcavernosa13537,0.04109589,-0.063579117
Mcavernosa13541,0,0.721255391
Mcavernosa13566,0.05,0.739917586
Mcavernosa31619,0.242387358,0.008182976
Mcavernosa13573,0.045454545,1.094078486
Mcavernosa13575,0,-0.68799524
Mcavernosa13590,0.036462176,-0.640774312
Mcavernosa13601,0.044642857,-0.951838256
Mcavernosa13606,0.036416557,-0.225949297
Mcavernosa13607,0.036484245,0.323520208
Mcavernosa13614,0.040405953,0.246697392
Mcavernosa13617,0.037157833,-0.578822546
Mcavernosa13625,0.03960396,-0.092017238
Mcavernosa23766,0.242869316,1.505622106
Mcavernosa13635,0.035922187,0.593649722
Mcavernosa13643,0.03030303,-0.169816658
Mcavernosa13647,0.04,-0.028644574
Mcavernosa13648,0.00868184,-0.406158621
Mcavernosa13671,0.035124498,0.84813543
Mcavernosa13676,0.037735849,0.815255156
Mcavernosa13691,0,-0.203930983
Mcavernosa24888,0.243228943,-0.214789092
Mcavernosa13696,0,0.053069924
Mcavernosa25177,0.244652633,0.769414048
Mcavernosa13717,0.02284401,0.538753129
Mcavernosa13720,0.046256078,0.231355271
Mcavernosa13725,0.041209107,0.499380195
Mcavernosa13726,0.032448378,0.542800008
Mcavernosa13736,0,-0.265373211
Mcavernosa13737,0.041666667,0.603425716
Mcavernosa13739,0.117087354,-0.051890188
Mcavernosa13751,0.098223284,-0.054074091
Mcavernosa13752,0,0.25668227
Mcavernosa01180,0.244854734,0.711419281
Mcavernosa13759,0.034058317,0.904906219
Mcavernosa13763,0,0.145184041
Mcavernosa09364,0.245090843,0.331527171
Mcavernosa13766,0.036055708,0.273775433
Mcavernosa13769,0.035193332,-0.197482859
Mcavernosa31243,0.246318117,-1.154465042
Mcavernosa13781,0.039473684,0.387737492
Mcavernosa05535,0.246109395,-0.027557193
Mcavernosa02142,0.246115805,-0.486547317
Mcavernosa11691,0.247370348,-0.028383848
Mcavernosa13814,0,0.005432196
Mcavernosa13818,0,1.508509261
Mcavernosa13830,0.045454545,0.206931139
Mcavernosa20366,0.246313418,0.824753869
Mcavernosa13839,0,-0.216620245
Mcavernosa13397,0.247012919,1.26672888
Mcavernosa13849,0,-0.08880682
Mcavernosa13852,0,0.365303319
Mcavernosa13858,0.034847967,0.335464495
Mcavernosa13874,0,0.072944084
Mcavernosa13875,0.047364363,-0.643911676
Mcavernosa13877,0.0372,-0.754661063
Mcavernosa13879,0,0.331786774
Mcavernosa13887,0.035813527,-0.119480887
Mcavernosa13901,0,-0.359547053
Mcavernosa13905,0.041666667,0.160563146
Mcavernosa04865,0.247341371,0.698210548
Mcavernosa13939,0.041666667,0.284948719
Mcavernosa13943,0.039215686,0.117985251
Mcavernosa13951,0,0.013021024
Mcavernosa13955,0,1.060833238
Mcavernosa13956,0.034540397,1.179017571
Mcavernosa13957,0.03125,0.928484704
Mcavernosa13958,0.002658209,1.289745744
Mcavernosa13960,0.038842693,1.104605183
Mcavernosa13965,0.041040745,-0.044756279
Mcavernosa13972,0.035400247,0.081298774
Mcavernosa13977,0.047619048,-0.416135498
Mcavernosa13979,0,-0.519535426
Mcavernosa13988,0,-1.000540493
Mcavernosa13995,0,-0.161870989
Mcavernosa13997,0.034883721,-0.101980074
Mcavernosa13999,0.115912639,-0.651190295
Mcavernosa14005,0.038763066,0.164345246
Mcavernosa14036,0.035537513,-0.012456576
Mcavernosa14046,0,1.044416446
Mcavernosa14058,0.041076505,0.506839414
Mcavernosa14059,0,-0.109129615
Mcavernosa14062,0,0.987631153
Mcavernosa14068,0.038817491,-0.232968436
Mcavernosa14074,0,0.125218764
Mcavernosa14093,0.040816327,0.256963533
Mcavernosa14094,0.149042801,-0.32318231
Mcavernosa14109,0.096154082,-0.02103545
Mcavernosa09256,0.248501535,1.018003886
Mcavernosa14114,0.037037037,-0.039471496
Mcavernosa14117,0.113675522,-0.116777775
Mcavernosa14118,0.05809121,0.70370409
Mcavernosa14125,0.120104977,0.391742384
Mcavernosa14135,0.041147132,1.846661526
Mcavernosa14137,0,-0.166836796
Mcavernosa14143,0.037037037,0.127365035
Mcavernosa14147,0.034340122,-0.63523057
Mcavernosa14148,6.43E-05,0.136827692
Mcavernosa14154,0.072192513,1.001877927
Mcavernosa14168,0.060469072,-0.564274493
Mcavernosa14177,0.041666667,-0.263004546
Mcavernosa14182,0,-0.083547139
Mcavernosa14183,0.035714286,0.148407308
Mcavernosa14188,0,-0.087437341
Mcavernosa14200,0.081550382,-1.095780237
Mcavernosa14204,0,0.694824087
Mcavernosa14207,0.042253521,-0.012788575
Mcavernosa14215,0.040816327,0.435623031
Mcavernosa14217,0,0.075726959
Mcavernosa14227,0.010401228,-0.036296145
Mcavernosa14241,0.035537034,0.83719263
Mcavernosa14242,0.038110045,1.283002375
Mcavernosa01568,0.247908569,-0.318285696
Mcavernosa14262,0,0.069839595
Mcavernosa14269,0.033333333,-0.484169129
Mcavernosa14272,0.046027743,-0.125388988
Mcavernosa14281,0.045454545,0.653492857
Mcavernosa14291,0.040540541,0.327661052
Mcavernosa14294,0.050456931,-0.381776674
Mcavernosa14297,0.088209296,0.19067616
Mcavernosa13805,0.248675814,-2.133499153
Mcavernosa14309,0.035720553,-1.464234509
Mcavernosa14311,0.047821687,-0.477374671
Mcavernosa14317,0.064950022,-0.006011978
Mcavernosa14323,0.142504122,0.808366274
Mcavernosa14338,0.035716753,0.90923087
Mcavernosa14344,0,-0.035513512
Mcavernosa14351,0.073756346,-0.339945251
Mcavernosa14354,0.040018905,0.441700306
Mcavernosa14361,0.044897959,1.134766751
Mcavernosa14398,0.097147051,-0.042395796
Mcavernosa14403,0.051470588,0.074143298
Mcavernosa14405,0.042857143,-0.087872218
Mcavernosa14412,0.043478261,-0.359336545
Mcavernosa11092,0.248655318,1.293831635
Mcavernosa01700,0.248664771,1.163349566
Mcavernosa26419,0.249340364,-0.252381055
Mcavernosa02783,0.248714964,-1.434740059
Mcavernosa14443,0.041666667,0.176262746
Mcavernosa14444,0.109099536,0.007723243
Mcavernosa14446,0.046610169,-0.078700343
Mcavernosa14457,0.027777778,-0.337666418
Mcavernosa14462,0.045454545,0.385981688
Mcavernosa08506,0.248849093,0.278062975
Mcavernosa14496,0.035388097,-0.778314097
Mcavernosa14500,0.03437816,0.210896123
Mcavernosa14502,0.033333333,1.323449546
Mcavernosa14506,0.027027027,0.892117675
Mcavernosa14528,0.042553191,-0.15568593
Mcavernosa14530,0.041666667,0.310745291
Mcavernosa31702,0.249141102,0.294367063
Mcavernosa14541,0.032025673,-2.833059679
Mcavernosa18265,0.249826729,0.64594119
Mcavernosa14546,0.113931891,0.052352555
Mcavernosa14547,0.042253521,0.209465788
Mcavernosa14550,0.04,-0.063297172
Mcavernosa14552,0.036459417,-0.259362961
Mcavernosa14562,0.042735043,-0.80501484
Mcavernosa14253,0.249623598,-1.464865747
Mcavernosa14573,0.038961039,-0.01175166
Mcavernosa14617,0.041666667,-0.107140095
Mcavernosa14622,0.116049202,0.056159703
Mcavernosa14625,0.055555556,0.951367894
Mcavernosa14626,0.041666667,-0.65579494
Mcavernosa14639,0.04779231,0.680536913
Mcavernosa14647,0.037735849,-0.065605419
Mcavernosa14659,0.03030303,0.112995401
Mcavernosa14666,0,0.04247658
Mcavernosa14669,0.018332743,0.099235302
Mcavernosa14682,0.053292043,-0.098745445
Mcavernosa14719,0.065217391,0.899202604
Mcavernosa29089,0.249833032,0.958438842
Mcavernosa14740,0.036585366,-0.386258276
Mcavernosa14741,0,0.430515604
Mcavernosa14751,0.045330088,0.296525899
Mcavernosa14752,0.041666667,0.787822914
Mcavernosa14755,0.039215686,-0.669678021
Mcavernosa14762,0.058823529,1.104771794
Mcavernosa14776,0.043478261,-0.084968863
Mcavernosa14781,0,-0.063556587
Mcavernosa04728,0.249942766,-2.358929098
Mcavernosa14787,0.041666667,-0.620523633
